text,label
ho rubato un libro a uno dei miei autori preferiti in assoluto e ora mi sento una persona schifosa,anger
"a volte mi sento insicuro, ma chi non lo fa",sadness
"consiglio vivamente di visitarlo di mercoledì se puoi perché è meno affollato, quindi puoi fare più domande agli agricoltori senza sentirti scortese per aver tenuto la fila",optimism
Mi è mancato e mi sentivo così irrequieto a casa pensando a lui,sadness
"ho postato un post sulla mia pagina Facebook all'inizio di questa settimana, negli ultimi giorni mi sono sentito un po' scontroso e di cattivo umore",sadness
comincio a sentirmi emotivo,sadness
mi sento così freddo a href http irlandese,disgust
Mi sento come se fossi difettoso o qualcosa del genere perché non ho la febbre da bambino,sadness
mi sento più virtuoso di quando mangio verdure immerse nell'hummus,joy
"mi sento molto onorato di essere incluso in una rivista che dà priorità alla salute e allo stile di vita pulito, sono davvero curioso: qualcuno di voi legge riviste che si occupano di salute e stili di vita puliti, come The Green Parent",joy
ho trascorso le ultime due settimane di scuola sentendomi infelice,sadness
"Mi sento di nuovo molto tranquillo riguardo al nostro matrimonio ora, dopo averlo celebrato",joy
parlavo da molto tempo con coach claudia barcomb e coach ali boe ed entrambi mi hanno fatto sentire davvero il benvenuto alla Union,joy
sento che se odiassi completamente le cose eserciterei il mio diritto democratico esprimere la mia opinione in ogni modo possibile e provare a mettere in atto un cambiamento,anger
"mi sento umiliato, imbarazzato o stupido ricorderò che altri si sono sentiti allo stesso modo a causa dello stesso tipo di cose e sarò gentile, disponibile e accogliente",optimism
mi sento rassicurato che sto affrontando la mia dieta nel modo giusto e che tutto va bene,optimism
sento di dover essere d'accordo con lei anche se posso immaginare alcuni possibili casi piuttosto spiacevoli,fear
"Sono di umore così felice oggi che mi sento quasi felice e non ho fatto nulla di diverso oggi rispetto al solito, è meraviglioso",joy
mi sento davvero fuori posto e irritato,anger
so anche che anche per loro non provo altro che un affetto amichevole,joy
"Sento di aver avuto un fine settimana piuttosto produttivo e non posso sempre dirlo, non importa quanto riesco a fare",sadness
mi sento insicuro in questo momento,sadness
"mi sono sentito piuttosto in ansia tutto il giorno, ma il mio primo giorno di lavoro è stato un ottimo giorno e questo mi ha aiutato molto",optimism
"ti ho affrontato, finalmente ti ho affrontato e ora mi sento come se fossi punito se potessi tornare indietro e farlo di nuovo",anger
"mi sento un po' nervoso, vado in palestra",fear
"sento che potrei affrontare qualsiasi situazione e avere successo perché ho gareggiato per tutta la vita, ha spiegato Schaub in un'intervista con a href http crusherreport",joy
Non riesco a fermare l'ansia che provo quando sono solo e non ho distrazioni,fear
Sto cercando di definire il mio stile di casa ora che vivo da solo e ho carta bianca creativa,joy
ho provato a vedere come sarebbe se mi piacesse una delle mie amiche ma non ha mai funzionato davvero e riesco a sentire solo un legame emotivo con loro perché sono mie amiche,sadness
"Stamattina avevo tutta l'intenzione di fare più giardinaggio mentre faceva ancora fresco, ma mi sentivo davvero schifoso",sadness
"Ho una buona sensazione a riguardo, quindi sono emozionato",joy
mi sento come se stessi appena iniziando a comprendere le benedizioni che derivano dall'essere sottomesso alla volontà del padre,optimism
"penso alle cose che ho detto e che ho fatto, mi fa sentire disgustato me stesso quando avrei dovuto renderti felice e sorridere, cosa che ero ben lungi dal fare",anger
mi sono svegliato ieri lunedì mattina sentendomi un po' depresso,sadness
mi sento così imbarazzato,sadness
ho girovagato in giro ancora un po' stordito e non mi sentivo particolarmente socievole ma poiché ero rimasto nascosto per un paio di giorni e stava diventando un po' malsano mi sono costretto a scendere alla croce e a uscire con la gente,sadness
Posso onestamente dire che dopo ogni chiacchierata con le sorelle mi sento rinvigorito e benedetto,joy
"Mi sento ancora stupido a essere in quella classe, tutto questo è colpa di Pbss",sadness
Mi sento un po' stordito ma non riesco a immaginare cosa possano provare le persone che lavoravano nello studio fino a stamattina,surprise
Ammetto che a questo punto mi sento un po' non amato,sadness
mi sento un po' stressato anche se tutte le cose che sto facendo sono divertenti,sadness
mi sento piuttosto in ansia,fear
mi sento scioccato e triste per il fatto che ci siano così tante persone malate,sadness
penso che loro siano sempre stati sostenitori dell'idea ed è solo leggermente possibile che i suoi sentimenti per una ragazza particolarmente affascinante del New England lo abbiano portato ad accettare il loro modo di pensare,anticipation
mi sento una studentessa cattiva perché sono rimasta indietro,sadness
"Sono destrorso, tuttavia gioco a biliardo con la mano sinistra in modo naturale, quindi provare a giocare con la mano destra mi sembra strano",sadness
"posso sentire che sono gentili, amichevoli e possono capire i miei sentimenti",optimism
"Se dovessi andare all'estero o attraversare il confine, diventerei uno straniero e mi sentirò così, ma mai nella mia amata terra",sadness
mi sento disgustato da qualsiasi uomo al potere che parli dell'elettricità come un problema nella sua zona e affermi che anche la mia casa ha problemi simili,anger
mi sento trascendente e splendido,joy
"finalmente sono arrivato a casa un paio d'ore dopo sentendomi un po' esausto, disidratato e persino scottato dal sole",sadness
mi sento totalmente rilassato e a mio agio,joy
Voglio che ognuno di voi senta il mio dolce abbraccio,optimism
mi sento privilegiato nel mio mondo,sadness
"Non sono una persona socievole, ma per qualche dannato motivo le persone sentono di potermi annoiare con le loro stupide sciocchezze",anger
Mi sono reso conto del mio errore e mi sento davvero malissimo e penso che non dovrei farlo,sadness
suppongo di sentirmi troppo fiducioso a volte,sadness
"sono tornato a casa aspettando la doccia e ho letto qualcosa che mi ha fatto arrabbiare, ecco perché mi sento scontento ahah",anger
mi sono svegliato sentendomi dannatamente stanco e ho lottato contro questa sensazione tutto il giorno forse è tutto il polline la pressione barometrica non lo so lo so ero fuori controllo,sadness
"mi sento come se fossi in paradiso, baciare quelle dolci labbra mi fa sentire come se mi tuffassi in un magico mondo d'amore",joy
mi sento così felice,joy
Sto correndo a un ritmo approssimativo al minuto che ritengo abbastanza accettabile,optimism
mi sento così deluso quando la mia ex ragazza non mi richiama,sadness
"ho la sensazione che le persone lo usino più del necessario e si godano la sensazione mentre vola via dalla lingua con spensieratezza, ma per me va bene",optimism
Non sono sicuro dei meriti di postare su questo blog con la frequenza e la serietà con cui avevo pubblicato l'anno precedente,fear
sono semplicemente invidioso della fiducia in se stessi che avevano,anger
mi sentivo strano l'altro giorno ed è andato via circa pochi minuti dopo aver preso la metformina,sadness
quando un amico mi lasciò cadere una rana dal collo,disgust
"Mi sento arrabbiato con qualcuno, faccio qualcosa di premuroso per lei e i miei sentimenti verso di lei si ammorbidiscono",anger
Adoro trascurare questo blog ma a volte mi dispiace per i miei fedeli lettori,joy
stavo a letto con la sensazione di aspettare un visitatore indesiderato ciononostante mi dicevo che ero forte e pensavo a cose belle finché non mi sentivo meglio,optimism
sento che il mio cuore è torturato da quello che ho fatto,sadness
"Mi sentivo ancora piangente e nervoso, quindi Maggie mi ha offerto un gelato e un film a href http www",sadness
mi sento bisognoso ma a mio agio mi sento vulnerabile ma sicuro sento il bisogno di venire forte ma non ottengo alcun sollievo,sadness
"Ho scritto un diario sulla mia tendenza a impegnarmi troppo, il che può farmi sentire esausto e sopraffatto",sadness
Stamattina ho iniziato a sentirmi scoraggiato,sadness
Mi sento agitato con me stesso per non aver previsto prima le sue frustrazioni che avrebbero portato alla fine della nostra relazione,anger
"lo afferro dall'alto, la sua struttura liscia risulta fredda al tatto",fear
ero arrabbiata con il mio ragazzo che aveva promesso di venire a trovarmi ma non lo ha fatto perché ha passato la serata con i suoi amici,anger
"odio il fatto di essere seduto qui in ostello a scrivere questo e di sentirmi perfettamente bene e poi torno a casa e ci siamo io, i miei problemi e un muro",anger
"Faccio esercizio, mi sento energico e sono in grado di svolgere gli altri miei compiti in modo molto buono",optimism
ho guardato Mabel stamattina ho chiamato il mio seno sinistro Mabel quello destro è Hazel e sento questo strano miscuglio di rabbia e perdita che Valerie ha scritto meno di un mese dopo la diagnosi,anger
mi sento piuttosto scoraggiato da tutta la faccenda,sadness
Sento che un mio contributo sarà valutato come meno potente di quello di Irfan Pathan,optimism
sento che è generoso,optimism
mi sento anche un po' tremante,fear
mi sento meglio anche se non lo dico,sadness
"mi sento sempre turbato quando siamo in tournée vivendo in un furgone o più recentemente negli autobus del circo, non c'è posto dove appendere il cappello, come dice il testo della canzone",sadness
sento che il nostro mondo allora era un posto molto più innocente,optimism
mi sento completamente virtuoso anche se il viaggio quotidiano al contenitore del compost non è l'esperienza più piacevole,joy
non sento nulla di sospetto davvero,fear
mi sentivo un po' sentimentale oggi,joy
"mi sento come se ormai sapessi chi sono la maggior parte di loro e sto iniziando a sviluppare le mie simpatie e antipatie, anche se non ero entusiasta degli sfratti improvvisi, mi sono sembrati piuttosto inutili, il primo ad essere tornato è tornato e i due webmate hanno avuto un impatto assolutamente pari a zero su di me così non mancheranno",sadness
mi sento meno lamentoso da quando è uscito il sole qui nella zona di San Francisco,optimism
fatto un meraviglioso nuovo amico,joy
"mi sento quasi in imbarazzo a menzionare la pettegola e il piovanello comune, ma anche in questo caso chi non vorrebbe menzionare il solitario piovanello presente in riva al mare",sadness
So che è facile provare un po' di invidia nei miei confronti e non posso dirti che non dovresti,sadness
mi sentirei malissimo se fosse stata qui tutto questo tempo,sadness
mi sento molto fuorviato da qualcuno che pensavo davvero di conoscere e che mi piaceva moltissimo,sadness
mi sento come se fossimo condannati noi umani,sadness
"tra qualche minuto dovrò controllare, ma c'è questo orologio sopra lo schermo che continua a scorrere i minuti rimasti, quindi mi sento un po' frenetico",disgust
"sono riuscito a dormire ma se potessi scegliere di non essere svegliato dalla sveglia, lo prenderei sicuramente al posto di qualsiasi cosa mi faccia sentire così intontito",sadness
Sono alcune settimane che mi annoio e mi sento un po' triste a causa dei giorni di pioggia,sadness
Penso che queste informazioni siano vitali per andare avanti con la tua giornata e non sarai completo finché non le leggerai,optimism
"Mi sento generoso oggi, eccone un altro che potresti aver già visto, ma va bene per una risatina",joy
mi sentirei a disagio nel chiamare una di queste persone all'improvviso per uscire o piuttosto per familiarizzare con loro a un livello più profondo non sono miei amici e parenti,sadness
Non mi piace la sensazione che provo quando qualcuno si offende anche solo un po' per qualche osservazione disinvolta che ho fatto,anger
"Capisco che tutto si sgretola, ma grazie per aver sentito il bisogno di dirmi che sono io quello che è incasinato",anger
Sto controllando la crescita di questa attività e ogni volta che pubblico un lavoro per un cliente mi sento ancora più determinato a trasformarla un giorno in un'attività a tempo pieno,optimism
Ero incinta di Dean e ho passato il resto della gravidanza con il terrore di avere un altro bambino,fear
"in realtà mi sento agitato, il che mi ha portato ieri a una giornata terribile in cui non sono riuscito a concentrarmi su nulla e ho praticamente sprecato la giornata",sadness
ho un'ed ti dirò che so che non dovrei vergognarmi di mangiare una barretta proteica a colazione e il fatto di averne mangiata una non è ciò che mi fa vergognare è il fatto che non l'ho preparata è ciò che mi ha fatto impiccare la mia testa e la coda piegata,anger
"mi sento radioso, realizzato e felice",joy
Penso ai magneti da frigorifero che erano così popolari qualche anno fa,joy
Mi sento molto privato del contatto con tutto quello che è successo,sadness
"Mi sento in ansia per questo, ma anche selvaggiamente emozionato",joy
mi sentivo piuttosto rilassato quando salii a bordo del nuovissimo airbus e mi diressi verso il cielo nebbioso in viaggio verso Honolulu,joy
Sono una persona tranquilla ma quello che devo dire penso sia importante,optimism
Penso di aver iniziato ad avere un po' di nostalgia di casa,sadness
"Non vedo l'ora di iniziare a fare un po' di lavoro, dice letteralmente l'uomo che lavora lì, quindi voi ragazzi volete tornare indietro e vedere se riusciamo a trovare qualcosa da fare",optimism
mi sento a disagio perché ho una gabbia toracica più piccola e un torace più grande o mi sto rovesciando sopra la canottiera oppure il supporto della fascia elastica è troppo stretto o troppo largo,sadness
Mi sento riluttante a uscire dal mio appartamento appena pulito che sono rimasto sveglio a pulire fino a tarda notte,sadness
sento che devo sapere che posso contare su me stesso prima di mettermi nella posizione di supportare qualcun altro ed essere supportato da qualcun altro,optimism
mi sento piuttosto angosciato e svogliato,sadness
"Faccio del mio meglio per amarli e gettare un po' di luce, ma mi sento profondamente compassionevole per i loro problemi e soffro anche se si tratta di qualcuno nei media",optimism
ero molto a disagio e provavo strane sensazioni ma non ero sicuro che fossero contrazioni dato che non avevo mai sentito contrazioni con Jared finché non mi hanno sollevato con il pitocin,sadness
mi sento triste e stanco,sadness
mi piace molto che questa persona senta che la domanda è stata posta davvero da un sincero senso di amore e preoccupazione su come andare avanti alla luce di ciò che è stato recentemente studiato sulla sessualità a href http www,optimism
"Mi costringevo a mangiare i miei normali pasti puliti ogni giorno, ma poi ho iniziato a sentirmi così male",sadness
"mi sento piuttosto privilegiato di aver visto il grande uomo in azione, era davvero impossibile per un principiante come me capire quale dei quattro cavalieri dall'aspetto identico fosse lui",joy
mi sento come se fossi alla spa e ricevo un meraviglioso trattamento viso quando li uso,joy
mi sento meschino all'improvviso,sadness
Spero che questo post sul blog più onesto e grezzo ti piaccia e se ti senti infelice spero che questo ti faccia sentire meno solo,optimism
anch'io mi sento leggermente disgustato,anger
"sono rimasto piuttosto sorpreso dal tempo degli ultimi giorni, ma ne sono molto grato dato che posso ancora indossare i pantaloncini senza sentire quel freddo sì, sto scherzando",joy
mi sento leggermente rilassato essendo a,joy
mi sento timido nell'ammettere che stavo lottando per trasportare un solo computer,sadness
"Ho appena seguito la mia sceneggiatura di ""vorresti accompagnarlo con senape o salsa"" e ho iniziato a sentirmi davvero sorpreso",surprise
"Mi piacciono i miei colleghi, non mi sento molto socievole oggi",joy
mi sento e se mi è piaciuto essere incinta,sadness
poi sento il tuo tenero tocco mentre mi avvolgi con il suo amore,joy
Ho perso alcune persone che odio perché faccio davvero fatica a lasciare andare le persone a cui mi sento leale,sadness
non avevo alcun interesse a fare alcuno sforzo per incontrare uomini e quando si presenta l'occasione mi sento gravato da pensieri negativi sul fatto che sarà solo un altro idiota solo dopo una cosa,anger
sento che lo sostengo anche dal punto di vista nutrizionale,optimism
"mi sento impaziente, ho appena pubblicato un post sul blog e sento di aver scritto alcune parole e di averle diffuse nel mondo",anger
sto facendo del mio meglio per arrivare a un punto in cui posso unirmi a te e sentire finalmente di avere qualcosa di utile da dire,optimism
devo ammettere che mi diverto quando vedo che il pti jamiat e molti altri nei media cercano di evitare l'idea che stiano effettivamente protestando contro l'uso della sharia nel caso del rilascio di Raymond Davis,joy
mi sento in imbarazzo per il fatto che sia andata così male,sadness
mi sento davvero amareggiato per questo,sadness
mi sento coraggioso oggi andando ad Amman e Beirut passando per Istanbul oppure mi sento coraggioso oggi a href http jessicadickinsongoodman,optimism
"ho trascorso un Natale favoloso e un capodanno fantastico con la mia famiglia e i miei amici e, contro ogni previsione, mi sento molto ottimista al riguardo",optimism
"mi sento un perdente, tutti dicono di aver perso ma non so esattamente dove sono, semplicemente odio stare qui oh",disgust
mi sento sconfitto ma per gli altri mi sento riposato,optimism
"mi sentivo particolarmente vulnerabile in un'area specifica, quindi ho iniziato a parlare con i miei amici e, cosa interessante, c'era un'incredibile comprensione della mia lotta",sadness
"Vado alla pagina commemorativa dell'ufficiale e rifletto sui miei sentimenti nei confronti di quel meraviglioso ufficiale, il che sembra farmi sentire un po' meglio",optimism
"Sono con un gruppo di persone, mi sento ancora isolato e guardo fuori dall'esterno",sadness
mi sento fortunato a conoscere questa famiglia,joy
sono terrorizzato perché il mio padrone di casa non ha ancora cambiato le nostre serrature,fear
"mi sto perdendo, ma sento di avere così tanto da condividere con molti e, se non altro, questo non è un peccato, semmai mi rende grato",optimism
Non mi piace mangiare pasti che sembrino troppo virtuosi,anger
Me ne sono andato piuttosto entusiasta dell'opportunità di mettere almeno il mio nome nel cappello,joy
Mi sento un po' strano quando Andrea prova a parlarmi di Chris,sadness
quello che mi è piaciuto di Ellie è che non si è sentita insultata da tutte quelle maleducate sciocchezze che le ha detto Lothaire perché secondo Ellie gli insulti fanno male solo quando provengono da qualcuno che rispetti dannatamente schiettamente,anger
sento che è stato piuttosto trionfante,joy
"Mi sto godendo il mio isolamento a casa, raramente mi sento solo",sadness
"Sono troppo drammatico, ma mi sento molto forte per lei e sono deciso a parlare con lei la prossima volta che avrò",optimism
non mi piace davvero Quinn perché ho la sensazione che finirà per ferire Barney e odiavo la trama noiosa di Ted Robin,anger
Mi sento così schifoso ma non dovrei concentrarmi su me stesso adesso,sadness
Non ricordo di essermi mai sentito così esausto che ci sono voluti dei viaggi con la macchina l'ultimo giorno per portare tutto nella roulotte,sadness
ho scritto due anni fa così tante cose di cui forse non mi sento sicuro,sadness
mi sento sospettoso dell'informalità e della mancanza di credenziali,fear
"ricevo ogni mese, mi rende orgoglioso e mi fa sentire riconoscente",joy
sento che la terza situazione riassume più o meno i miei sentimenti verso questo titolo,optimism
Volevo sentirlo tra le mani e ho allungato la mano per prenderlo nella mia bocca impaziente in attesa,anticipation
mi sento più gentile in questo modo,optimism
Sono tornato a casa sentendomi stanco e fantastico,anger
mi sento più creativo,optimism
mi sento così talentuoso che posso usare un computer,joy
mi sento insondabilmente ricca per aver avuto finora una gravidanza sana,joy
Vorrei sapere se dovrei provare compassione nei confronti della compagnia aerea americana se dico che il loro aereo è in fiamme o il loro pilota è esploso o se dovrei dar loro fuoco se dico che hanno semplicemente deciso di mantenere i loro obblighi per risparmiare denaro,anger
Non voglio che si sentano così sotto pressione,optimism
"Ho ancora paura del mondo, ma non sono nemmeno lontanamente spaventato come prima",fear
non mi sento tranquillo,sadness
mi sveglio troppo presto quindi mi sento scontroso,sadness
"Credo che verrete tutti al mio posto di lavoro e cercherete di farmi sentire umiliato, ma sapete cosa, nel profondo del mio cuore, so chi è colui che dovrebbe vergognarsi di se stesso",anger
"Alla fine l'ho capito se non hai riso mi ha lasciato felice, esausto e così privilegiato",joy
mi stavo ricordando di questo ed ero scettico,fear
Ho degli obiettivi piuttosto sfacciati e ogni giorno mi sento più forte e più sicuro di raggiungere il risultato finale desiderato,optimism
mi sento sporco a parlare con le persone per il mio tornaconto personale,anger
ero seduto lì infreddolito mi sono ricordato di quando ero andato all'hockey city classic e del clima da laurea e sentivo altrettanto freddo anche se c'era una differenza di circa un grado quella notte,anger
mi sento insensibile mentre vado avanti e mi chiedo se lo supererò,sadness
"Sono stato in qualche modo costretto a scrivere questa recensione sul blog, quindi mi sento un po' affrettato e agitato",surprise
"Immagino che non mi sentirò troppo gelosa dato che spesso faccio la mamma in piscina, ma è bello avere di nuovo un marito",joy
Non sono sicuro di cosa provo riguardo al bisogno di fare esercizio per mantenere un comportamento piacevole,sadness
mi sento allarmato,fear
"Penso che volevo che il pubblico si sentisse impressionato, ispirato o intrattenuto quando ero sul palco",optimism
"Ieri mattina pomeriggio non mi sentivo bene, quindi mi sono sdraiato sul letto e sono finito nel fin troppo familiare buco nero di YouTube",sadness
Ho questa terribile sensazione di volermi vantare di avere più talento di me,sadness
"Accetto una sfida di mezza maratona, poi aspetterò e vedrò come si sente il corpo e se ci sarà un tentativo di pb o uno spostamento casuale di chilometri",anticipation
Non ho potuto fare a meno di sentirmi incazzato da entrambi i lati del dibattito e dall'inutile dicotomia stessa,anger
Mi sento come se non potessi essere rispettato se ho rispetto per me stesso perché è così normale ora odiare te stesso,anger
"Gli ho sorriso sentendo il suo desiderio e ho detto forse più tardi amico, ma ora devo preparare il pranzo",joy
sono davvero sfortunato per la maggior parte del tempo di solito sono stanco ma faccio fatica ad alzarmi dal letto mi sento irrequieto ecc.,sadness
mi sento piuttosto danneggiato,sadness
ho detto che mi sento brutto oggi,anger
"ho lasciato il mio Garmin sulla bici, quindi dovevo farlo sentendo che uscendo dalla transizione il suo udito è fantastico, applausi e la tua adrenalina sta impazzendo",joy
mi sento così intelligente quando trovo il modo di ingannarmi in questo modo,optimism
"amo ballare ma spesso mi sento inibito dal mio stesso corpo, insicuro di cosa sono capace, molto preoccupato per le altre persone che mi guardano e hanno opinioni sul mio stile o semplicemente mi sento a disagio come se non avessi idea di cosa dovrei fare qui",sadness
penso che le carte siano la cosa perfetta da realizzare con loro,joy
mi sento come l'eroina di un manga tragico,sadness
mi sento semplicemente più sicuro che lavorare part-time occasionalmente alle ore,fear
"sono caduto di nuovo in un'imboscata, a quanto pare è stata di nuovo colpa mia, mi sento inutile",sadness
mi sento privilegiato di far parte di qualcosa di così eterno e così prezioso per il Signore Gesù che ha versato il suo sangue affinché chiese come questa potessero esistere,joy
mi sento del tutto inadeguato al compito che mi sta di fronte,sadness
"ho la sensazione che sia un po' inopportuno scansionare un articolo da una rivista, ma so che a così tante persone piacerebbe leggerlo",joy
"ti vedo sul monte dei lanciatori del nostro diamante della Little League, mi sento così in ansia per te perché sembra così isolato laggiù",fear
"mi sento come se mi unissi alle masse, il che va contro la mia ribellione alla mentalità popolare, ah, sono così dark, ma mi tranquillizza il fatto di sapere che non sto prendendo gli stessi propositi di tutti gli altri",optimism
"Mi sento disilluso dall'occulto, quindi sono arrivato a sentire una maggiore connessione con la terra",sadness
mi sento stupido ogni volta che succede questo,sadness
torno a casa e mi sento così di merda che non riesco a fare tutto il lavoro che devo fare,sadness
"Sento che la mia pelle mista, irritabile e sensibile, ha finalmente trovato il suo abbinamento",anger
mi piace anche se è molto esagerato ma mi fa sentire intelligente per associazione,joy
Praticherò la meditazione se mi sentirò sopraffatto e spero di avere successo nella pratica pacifica,optimism
"mi sento come se fosse tutto invano, non posso avere ragione e sento che questo mio cuore è sbagliato e giusto",sadness
Spero che tutti possano aiutare con il lavoro di beneficenza senza sentirsi stressati per queste cose,optimism
mi sento così in colpa per aver messo mio figlio all'asilo nido,sadness
mi sento frustrato perché i problemi irrisolti del mio passato hanno avuto un grave effetto negativo sul mio comportamento e sento che lui deve essere arrabbiato perché non li ho ancora risolti,anger
Mi sento più che felice di condividere la mia vita con te ogni settimana,joy
"mi sento devastato per le cose che ho perso, ricorderò a me stesso di essere grato per ciò che ho ancora",sadness
mi sento energico,joy
Sono arrivato a capire che i sentimenti non sono né positivi né negativi,optimism
semplicemente non mi piace che mi venga chiesto il motivo del mio umore quando mi sento una risata cupa,sadness
mi sento davvero infastidito dalla mancanza di tempo che ho a disposizione per trovare ispirazione,sadness
"prima riuscivo a parlare con il cassiere mentre mettevo via i soldi, ora mi sento stressato e frettoloso se mi prendo un secondo per armeggiare con le monete e metterle nella borsa",sadness
mi sento frustrato o il mondo intorno a me è in frantumi vado e cammino sotto la pioggia in modo che nessuno possa vedere i miei occhi pieni di lacrime questo è il sistema di giustizia così come concettualizzato dai nostri tribunali e che stiamo imparando nel modo più duro,sadness
ho capito quanto mi appassiona aiutare le donne a sentirsi accettate e apprezzate,optimism
potrei cambiare l'enfasi e dire che sono Stella e noto che mi sento impaziente,sadness
"Non mi piace l'outsourcing perché sono uno stronzo esigente e di solito finisco per sentirmi insoddisfatto del lavoro degli altri, ma devo sforzarmi di esternalizzare perché devi capire che non puoi fare tutto da solo",anger
Mi sento così fortunato e onorato di poterne essere i genitori,joy
mi sento accolto ma è un po' strano,sadness
mi sento come se mi fossi intrattenuto tutto il giorno,joy
"Ho lottato molto oggi e anche se mi sento irritabile, stanco e demotivato, non andrò a dormire prima delle undici e mezza",sadness
"Ricordo che sedevo fuori in veranda sentendomi svuotato e solo, anche se la luce del sole bagnava i miei capelli con una calda luminosità e una leggera brezza mi rinfrescava le guance",sadness
Non pensavo di aver affrettato le cose dhawan tweet script type text javascript src piattaforma http,anticipation
mi sono reso conto che mi sentivo davvero irritato mentre lo dicevo,anger
"Sono in equilibrio sulle mani con i piedi che pendono in avanti e mi sembra piuttosto lontano e ho il terrore di lasciarli cadere, ma allo stesso tempo sono totalmente calmo e sono appeso qui",fear
mi sento così dannatamente inutile,sadness
ho la sensazione che molti uomini siano veramente incasinati e vivano la vita seminando caos e finiscono per distruggere se stessi nel processo,anger
mi sento devastato dal fatto che il mio stile artistico possa essere copiato,sadness
"mi sento bene nel sentirmi bene, bene",sadness
Posso solo iniziare a sentire quanto deve essere sconvolta,sadness
"Inoltre, non sentivo di poter essere arrabbiato con Dio perché so dentro di me che Dio non fa nulla senza uno scopo",anger
Penso che ci sentissimo entrambi un po' prosciugati dal lavoro,sadness
raccolgo le provviste e inizio a controllare i suoi progressi tramite un esame interno la capo ostetrica si prepara ad iniziare una flebo e con calma chiede agli altri maggiore assistenza mi sento rassicurato dalla sua calma,optimism
"mi sento schifoso, mangio schifoso",anger
mi sento più insensibile ora,sadness
mi sento estremamente onorato di aver ricevuto un premio così prestigioso,joy
Finora mi sento avventuroso e ho avuto successo nella mia ricerca,joy
Sono così entusiasta di avere qui tre persone illustri come voi,joy
"Ho pensato che i miei genitori non mi avrebbero fatto sentire accettato, quindi ho smesso di provarci e mi sono dedicato alle relazioni romantiche con gli uomini",sadness
mi sono sentito vuoto,sadness
mi sento più o meno come questa scena da un href http www,joy
"Potrei non sentirmi davvero superiore, ma sicuramente sentivo di avere le risposte, vero?",anticipation
ho l'impressione che siano ridicoli e sprechino spazio o che siano così banali che avrebbero dovuto prima dare un'occhiata al libro e inventare qualcosa di un po' più originale,disgust
mi sento come una debole canoa che galleggia verso uno tsunami in aumento,disgust
provo compassione nei suoi confronti era stanca e affaticata e capisco come un dubbio di una frazione di secondo possa far sembrare il semplice gesto di restare immobile l'opzione migliore,sadness
comincio a sentirmi non amato e poco apprezzato,sadness
Voglio solo conoscere la sensazione di amare ed essere amato,joy
mi sento strano a parlare di cose meno serie in questo momento come cucinare,sadness
a volte ho il bisogno di dare di matto perché mi sento molto infastidito e di solito nulla mi ha fatto sentire infastidito o irritato mi gratto le braccia quando sono arrabbiato,sadness
mi sento infelice e a lui non importa,sadness
